id,nombre_completo,email_corporativo,cargo,empresa,sector,tamaño_empresa,fuente_lead,visitas_web,emails_abiertos,clicks_enlaces,descargo_whitepaper,pidio_demo,status_final,score_perfil,score_comportamiento,lead_score,segmento
261,Juana de Gomis,j.juanadegomis@despachosierra&asociadoss.coop..com,Gerente de Ventas,Despacho Sierra & Asociados S.Coop.,Retail,Pyme,Linkedin,31,9,1,False,True,Convertido,25,50,75,Hot Lead
262,Manuela Cañete Pont,manuelacañetepont@infraestructurasibericas.com..com,Marketing Manager,Infraestructuras Ibérica S.Com.,Tecnología,Micro,Linkedin,0,0,0,False,False,Perdido,30,0,30,Cold Lead
263,Íñigo Sandoval Peláez,iñigosan@finanzasnjs.coop..com,Analista de Ventas,Finanzas NJ S.Coop.,Educación,Enterprise,Evento,15,6,5,False,False,Perdido,25,16,41,Warm Lead
264,Ciríaco Gaya Tello,ciriacogayatello@manufacturasinteligentess.l.n.e.com.es,Director de Estrategia,Manufacturas Inteligentes S.L.N.E,Tecnología,Micro,Linkedin,25,1,1,False,False,Perdido,40,11,51,Warm Lead
265,Curro Falcón Carpio,c.currofalconcarpio@yaizaherrerafuentes.com..com,CMO,Yaiza Herrera Fuente S.Com.,Tecnología,Pyme,Cold Call,50,4,4,True,True,Perdido,45,50,95,Hot Lead
266,Leoncio del Luna,leonciodelluna@solanoypalomars.com..com,Analista de Marketing,Solano y Palomar S.Com.,Educación,Micro,Referido,1,0,0,False,False,Convertido,15,1,16,Cold Lead
267,Loida Valencia Solano,loidavalenciasolano@tecnologiasvtvs.coop..com,Product Manager,Tecnologías VTV S.Coop.,Retail,Enterprise,Web,33,3,3,False,True,Perdido,30,50,80,Hot Lead
268,Raimundo de Alegre,raimundodealegre@solucionesmarquez&asociadoss.a..es,Analista de Ventas,Soluciones Marquez & Asociados S.A.,Tecnología,Micro,Email,23,7,5,True,True,Convertido,25,50,75,Hot Lead
269,Goyo de Valera,goyodevalera@jimenezyasociadoss.l.n.e.es,Analista de Ventas,Jiménez y asociados S.L.N.E,Educación,Enterprise,Email,8,1,1,False,False,Perdido,25,9,34,Cold Lead
270,Jimena Diéguez Ortuño,j.jimenadieguezortuño@desarrollotorress.a..com,Business Development,Desarrollo Torres S.A.,Finanzas,Pyme,Web,4,1,0,False,False,Perdido,30,5,35,Cold Lead
271,Miguela de Zamora,migueladezamora@familiaatienzas.l..com.es,Director de Tecnología,Familia Atienza S.L.,Finanzas,Pyme,Evento,49,3,3,True,True,Convertido,45,50,95,Hot Lead
272,Bernardita Guardia Bayo,bernardi@alimentaciongils.coop..com,Director de Estrategia,Alimentación Gil S.Coop.,Finanzas,Enterprise,Formulario,20,2,0,False,False,Perdido,50,12,62,Warm Lead
273,América Tomas Torrents,americatomastorrents@familiareinas.a..es,CFO,Familia Reina S.A.,Finanzas,Micro,Formulario,28,8,5,False,True,Convertido,40,50,90,Hot Lead
274,Palmira Llobet,palmiral@bancaprivadavallesyasociadoss.l.l..com,Analista de Ventas,Banca Privada Vallés y asociados S.L.L.,Tecnología,Micro,Web,25,5,5,False,False,Perdido,25,15,40,Warm Lead
275,Balduino Bárcena Zamora,balduinobarcenazamora@industriasfernandezs.coop..es,Director de Ventas,Industrias Fernandez S.Coop.,Tecnología,Micro,Formulario,8,0,0,True,False,Convertido,40,18,58,Warm Lead
276,Saturnino Pablo-Lastra,saturninopablo-lastra@bermudezypereas.l.n.e.es,Coordinador de Ventas,Bermúdez y Perea S.L.N.E,Retail,Pyme,Email,27,2,1,True,True,Convertido,35,50,85,Hot Lead
277,Marcia Hervia Gonzalez,m.marciaherviagonzalez@compañiaangulo&asociadoss.com..com,Analista de Ventas,Compañía Angulo & Asociados S.Com.,Educación,Enterprise,Referido,26,8,3,True,True,Convertido,25,50,75,Hot Lead
278,Mamen Tamarit Barba,mamentamaritbarba@grupoblanchs.coop..com,Director Comercial,Grupo Blanch S.Coop.,Salud,Enterprise,Referido,50,5,3,False,False,Perdido,40,15,55,Warm Lead
279,Mireia Muñoz Bustos,m.mireiamuñozbustos@grupogalvans.l.n.e.com,Gerente Comercial,Grupo Galván S.L.N.E,Finanzas,Micro,Cold Call,14,0,0,True,False,Perdido,30,20,50,Warm Lead
280,Juanita Linares-Artigas,juanital@inmobiliariadbwqs.l.n.e.com,Analista de Marketing,Inmobiliaria DBWQ S.L.N.E,Salud,Micro,Evento,34,0,0,False,False,Perdido,15,10,25,Cold Lead
281,Bienvenida Puig-Benítez,b.bienvenidapuig-benitez@distribucioneshernandezyasociadoss.l..com,Analista de Marketing,Distribuciones Hernandez y asociados S.L.,Salud,Micro,Formulario,47,5,4,True,False,Perdido,15,25,40,Warm Lead
282,Eusebia del Chaves,e.eusebiadelchaves@mineriafms.a..com,Sales Manager,Minería FM S.A.,Salud,Pyme,Web,31,0,0,True,False,Convertido,25,20,45,Warm Lead
283,Rebeca María Luisa Puente Morera,r.rebecamarialuisapuentemorera@hermanossanjuans.coop..com,Gerente de Producto,Hermanos Sanjuan S.Coop.,Educación,Micro,Email,11,6,2,True,True,Perdido,30,50,80,Hot Lead
284,Manola Perez Rosales,m.manolaperezrosales@restauracionboadas.l..com,Director de Ventas,Restauración Boada S.L.,Educación,Pyme,Email,42,6,4,True,True,Convertido,35,50,85,Hot Lead
285,Sabas Duilio Beltrán Blanca,sabasdui@despachopinto&asociadoss.l..com,Director de Tecnología,Despacho Pinto & Asociados S.L.,Retail,Enterprise,Email,35,9,2,True,True,Convertido,40,50,90,Hot Lead
286,Fernanda Campillo Bravo,fernandacampillobravo@hermanossaless.com..com,Marketing Manager,Hermanos Sales S.Com.,Finanzas,Micro,Email,36,6,4,True,False,Perdido,30,26,56,Warm Lead
287,Aurelio Cazorla-Bonet,aurelioc@suministrossanchezs.coop..com,Analista de Marketing,Suministros Sanchez S.Coop.,Educación,Micro,Evento,47,1,0,False,False,Perdido,15,11,26,Cold Lead
288,Griselda Calderón,g.griseldacalderon@familiaoteros.coop..com,Business Development,Familia Otero S.Coop.,Finanzas,Pyme,Web,15,1,1,False,False,Convertido,30,11,41,Warm Lead
289,María Belén Rita Morata Plaza,mariabelenritamorataplaza@hermanosribas.com..es,Marketing Manager,Hermanos Riba S.Com.,Retail,Micro,Referido,22,8,3,True,True,Perdido,20,50,70,Hot Lead
290,Primitivo Herrero Vázquez,primitivoherrerovazquez@restauraciondomenechs.a..com,Marketing Manager,Restauración Doménech S.A.,Salud,Micro,Formulario,2,1,0,False,False,Convertido,20,3,23,Cold Lead
291,Eloy Jose Manuel Coello Barroso,eloyjosemanuelcoellobarroso@suministrosllorentes.com..com.es,Director de Tecnología,Suministros Llorente S.Com.,Salud,Enterprise,Linkedin,21,9,4,False,False,Perdido,40,19,59,Warm Lead
292,Ricarda Benítez Paniagua,ricardabenitezpaniagua@industriasvalcarcel&asociadoss.coop..com,Sales Manager,Industrias Valcárcel & Asociados S.Coop.,Retail,Micro,Evento,13,3,3,False,False,Perdido,20,13,33,Cold Lead
293,Evaristo Agudo Priego,evaristoagudopriego@pintoyasociadoss.com..com,Director de Operaciones,Pinto y asociados S.Com.,Finanzas,Micro,Referido,36,8,3,True,True,Convertido,40,50,90,Hot Lead
294,Sabina Cerdán Mas,sabinacerdanmas@fontyasociadoss.com..com,Director de Estrategia,Font y asociados S.Com.,Educación,Pyme,Linkedin,13,2,2,False,True,Perdido,35,50,85,Hot Lead
295,Esther Manuel Tudela,e.esthermanueltudela@logisticadelmediterraneos.c.p.com,Gerente Comercial,Logística del Mediterráneo S.C.P,Retail,Pyme,Linkedin,41,8,3,True,False,Perdido,25,28,53,Warm Lead
296,Filomena Carbonell Folch,filomena@bancaprivadaserranos.l.n.e.com,Gerente de Producto,Banca Privada Serrano S.L.N.E,Retail,Pyme,Formulario,17,9,0,True,False,Convertido,35,29,64,Warm Lead
297,Isidoro Manuel,isidoromanuel@solucioneszgmis.l..com.es,Product Manager,Soluciones ZGMI S.L.,Educación,Pyme,Web,35,0,0,False,False,Perdido,25,10,35,Cold Lead
298,Angelina Sanchez Tello,a.angelinasancheztello@velazquezyripolls.coop..com,Coordinador de Ventas,Velázquez y Ripoll S.Coop.,Educación,Micro,Linkedin,25,0,0,True,False,Convertido,30,20,50,Warm Lead
299,Odalys Blázquez Canales,odalysblazquezcanales@mineriaiberias.l..es,Analista de Marketing,Minería Iberia S.L.,Salud,Micro,Linkedin,43,6,1,False,False,Perdido,15,16,31,Cold Lead
300,Lope Pulido Mármol,lopepulidomarmol@camachoyalarcons.a..com.es,Director de Estrategia,Camacho y Alarcón S.A.,Tecnología,Micro,Referido,35,5,2,False,False,Convertido,40,15,55,Warm Lead
301,José Mari de Salinas,josemaridesalinas@posadayasociadoss.l..es,Asistente Comercial,Posada y asociados S.L.,Educación,Pyme,Web,9,4,4,False,False,Perdido,20,13,33,Cold Lead
302,Nuria Vall-Contreras,nuriavall-contreras@amatyasociadoss.a..es,Director de Ventas,Amat y asociados S.A.,Finanzas,Enterprise,Evento,24,10,3,False,False,Perdido,50,20,70,Hot Lead
303,Águeda Boada Carmona,aguedaboadacarmona@mineriamesas.com..com,Sales Manager,Minería Mesa S.Com.,Educación,Enterprise,Referido,21,3,0,False,False,Perdido,30,13,43,Warm Lead
304,Juan Bautista Tomas,juanbautistatomas@tamayo&asociadoss.com..es,VP de Marketing,Tamayo & Asociados S.Com.,Finanzas,Pyme,Formulario,44,10,0,False,True,Convertido,45,50,95,Hot Lead
305,Esther Bautista Marín,estherbautistamarin@familiaalsinas.l.l..com.es,Ejecutivo Comercial,Familia Alsina S.L.L.,Finanzas,Enterprise,Email,5,1,1,False,False,Perdido,35,6,41,Warm Lead
306,Nilo Córdoba Hervás,nilocordobahervas@distribucionesmuros.coop..com,Ejecutivo Comercial,Distribuciones Muro S.Coop.,Tecnología,Enterprise,Evento,45,8,3,True,False,Perdido,35,28,63,Warm Lead
307,Cristina Quirós Espinosa,cristinaquirosespinosa@suministrospriegos.a..com,CTO,Suministros Priego S.A.,Salud,Micro,Referido,3,1,0,False,False,Perdido,30,4,34,Cold Lead
308,Verónica Chita Sancho Román,veronicachitasanchoroman@acuñaygarmendias.a.d.es,Gerente de Ventas,Acuña y Garmendia S.A.D,Tecnología,Micro,Cold Call,28,2,1,False,False,Perdido,30,12,42,Warm Lead
309,Luis Cal Estévez,luiscalestevez@moreno&asociadoss.coop..es,Business Development,Moreno & Asociados S.Coop.,Tecnología,Pyme,Linkedin,10,6,4,False,False,Perdido,30,16,46,Warm Lead
310,Nico Tovar-Álamo,nicotovar-alamo@pontyasociadoss.coop..com.es,Director de Marketing,Pont y asociados S.Coop.,Finanzas,Enterprise,Linkedin,49,10,0,False,True,Convertido,50,50,100,Hot Lead
311,Feliciana Seco Duque,f.felicianasecoduque@compañiacañeteyasociadoss.a..com,Analista de Marketing,Compañía Cañete y asociados S.A.,Finanzas,Enterprise,Referido,24,5,3,False,False,Perdido,35,15,50,Warm Lead
312,Bautista Ciriaco Perea Cid,bautistaciriacopereacid@ripollycerveras.coop..com.es,Coordinador de Ventas,Ripoll y Cervera S.Coop.,Educación,Micro,Email,23,8,5,False,True,Perdido,30,50,80,Hot Lead
313,Cayetana Torrecilla Duran,c.cayetanatorrecilladuran@transportesmalos.a..com,Gerente de Producto,Transportes Malo S.A.,Finanzas,Enterprise,Evento,41,10,2,True,True,Convertido,50,50,100,Hot Lead
314,Soledad Sanmartín Baeza,s.soledadsanmartinbaeza@agustiyasociadoss.a..com,VP de Marketing,Agustí y asociados S.A.,Educación,Pyme,Email,8,5,0,False,False,Perdido,35,13,48,Warm Lead
315,Mar Vega Uría,marvegau@tellezyricarts.l..com,Gerente Comercial,Téllez y Ricart S.L.,Tecnología,Enterprise,Evento,46,3,3,False,False,Perdido,40,13,53,Warm Lead
316,Laura Diego Blanch,lauradiegoblanch@grupomanzanos.a..com,Business Development,Grupo Manzano S.A.,Educación,Micro,Referido,8,5,2,False,False,Perdido,15,13,28,Cold Lead
317,Julio César del Diéguez,julioces@clarisavalbuenavicentes.a..com,Ejecutivo Comercial,Clarisa Valbuena Vicente S.A.,Tecnología,Micro,Email,19,6,2,False,False,Perdido,25,16,41,Warm Lead
318,Eloy Pedraza Arnaiz,eloypedrazaarnaiz@carinagilrodriguezs.a..es,Director de Ventas,Carina Gil Rodríguez S.A.,Educación,Enterprise,Web,32,1,1,False,False,Perdido,40,11,51,Warm Lead
319,Eustaquio de Sandoval,eustaquiodesandoval@mineriabonetyasociadoss.l.n.e.es,Director de Marketing,Minería Bonet y asociados S.L.N.E,Finanzas,Pyme,Web,20,2,0,False,False,Perdido,45,12,57,Warm Lead
320,Román Gálvez Gallego,romangal@roman&asociadoss.coop..com,Gerente de Ventas,Roman & Asociados S.Coop.,Retail,Pyme,Cold Call,48,2,1,False,False,Perdido,25,12,37,Cold Lead
321,Santos Gabaldón,santosgabaldon@hermanoslucass.coop..es,Gerente Comercial,Hermanos Lucas S.Coop.,Retail,Pyme,Linkedin,2,2,0,False,False,Perdido,25,4,29,Cold Lead
322,Felix Marco Mancebo,felixmar@construccioncerdayasociadoss.l.n.e.com,Asistente Comercial,Construcción Cerdá y asociados S.L.N.E,Salud,Micro,Web,44,5,2,True,True,Perdido,15,50,65,Warm Lead
323,Toribio Castañeda-Cazorla,toribiocastañeda-cazorla@despachointernacionaless.l.l..com.es,Director de Ventas,Despacho Internacionales S.L.L.,Finanzas,Pyme,Cold Call,33,5,3,False,False,Perdido,45,15,60,Warm Lead
324,Laura Cisneros Leiva,lauracisnerosleiva@perezysanss.a..com,Ejecutivo Comercial,Perez y Sans S.A.,Salud,Micro,Web,14,2,0,False,False,Perdido,15,12,27,Cold Lead
325,Heriberto Villalba Lobo,h.heribertovillalbalobo@sanzyasociadoss.com..com,Marketing Manager,Sanz y asociados S.Com.,Tecnología,Pyme,Formulario,34,9,0,False,True,Convertido,35,50,85,Hot Lead
326,Toño Buendía Sedano,toñobuendiasedano@barrosoyasociadoss.a.t..es,Analista de Ventas,Barroso y asociados S.A.T.,Tecnología,Pyme,Linkedin,35,4,3,False,False,Perdido,30,14,44,Warm Lead
327,Sara Galán Uría,s.saragalanuria@logisticaluqueyasociadoss.coop..com,CMO,Logística Luque y asociados S.Coop.,Tecnología,Enterprise,Cold Call,38,2,1,False,False,Perdido,50,12,62,Warm Lead
328,Lorenzo Toro Nuñez,lorenzotoronuñez@familiacabezass.l..com.es,Director de Ventas,Familia Cabezas S.L.,Tecnología,Pyme,Web,49,4,4,False,False,Perdido,45,14,59,Warm Lead
329,Adriana Casanova Cruz,a.adrianacasanovacruz@yagoabascalromans.a.d.com,Director Comercial,Yago Abascal Roman S.A.D,Retail,Micro,Web,0,0,0,False,False,Perdido,30,0,30,Cold Lead
330,Valero Matas Cuenca,v.valeromatascuenca@compañiapalomoyasociadoss.a..com,Director de Ventas,Compañía Palomo y asociados S.A.,Educación,Micro,Email,14,7,2,False,True,Perdido,30,50,80,Hot Lead
331,Amancio Prieto Mayoral,amancioprietomayoral@suministrosespañolas.l..es,Ejecutivo Comercial,Suministros Española S.L.,Finanzas,Enterprise,Email,7,0,0,True,True,Perdido,35,50,85,Hot Lead
332,Custodio Tapia Bermejo,custodiotapiabermejo@hotelvivess.l..com,Gerente Comercial,Hotel Vives S.L.,Educación,Pyme,Evento,21,2,0,False,False,Perdido,25,12,37,Cold Lead
333,Adalberto Nuñez Carreño,adalbert@catalanytejedors.a..com,Product Manager,Catalán y Tejedor S.A.,Retail,Pyme,Linkedin,8,5,5,True,False,Convertido,25,23,48,Warm Lead
334,Anunciación Calatayud Calderón,anunciac@pedreroyasociadoss.a..com,Sales Manager,Pedrero y asociados S.A.,Retail,Enterprise,Cold Call,24,5,4,True,False,Perdido,30,25,55,Warm Lead
335,Miguel Ángel Clavero Bayona,miguelangelclaverobayona@gruposacristans.com..es,Analista de Marketing,Grupo Sacristán S.Com.,Retail,Pyme,Referido,2,0,0,False,True,Perdido,20,42,62,Warm Lead
336,Mauricio Cordero,mauricio@salasygayas.a..com,Marketing Manager,Salas y Gaya S.A.,Educación,Enterprise,Email,21,8,4,False,False,Perdido,30,18,48,Warm Lead
337,Buenaventura Casal Plana,buenaven@romanyasociadoss.l..com,Coordinador de Ventas,Román y asociados S.L.,Finanzas,Enterprise,Formulario,35,9,0,True,False,Perdido,50,29,79,Hot Lead
338,Emiliano de Hurtado,e.emilianodehurtado@bancaprivadamata&asociadoss.coop..com,Gerente Comercial,Banca Privada Mata & Asociados S.Coop.,Salud,Micro,Web,21,4,0,False,False,Perdido,20,14,34,Cold Lead
339,Cecilia Pou,ceciliapou@comercialherasyasociadoss.com..com.es,Analista de Ventas,Comercial Heras y asociados S.Com.,Retail,Pyme,Referido,5,3,3,False,False,Perdido,20,8,28,Cold Lead
340,Josep de Álvarez,josepdealvarez@hermanosmoliners.a..com.es,CMO,Hermanos Moliner S.A.,Retail,Micro,Linkedin,5,2,2,False,False,Perdido,30,7,37,Cold Lead
341,Ignacia Pavón-Duque,i.ignaciapavon-duque@marialuisabeltranalegrias.coop..com,Product Manager,María Luisa Beltran Alegria S.Coop.,Tecnología,Micro,Cold Call,49,9,4,False,False,Perdido,30,19,49,Warm Lead
342,Eleuterio Garriga Ariño,e.eleuteriogarrigaariño@hnosvelazquezs.c.p.com,Director de Estrategia,Hnos Velázquez S.C.P,Salud,Micro,Formulario,40,4,4,False,False,Convertido,30,14,44,Warm Lead
343,Raquel Ribes,raquelribes@quesadayblancas.l..com.es,Director de Marketing,Quesada y Blanca S.L.,Retail,Micro,Web,12,1,1,False,False,Perdido,30,11,41,Warm Lead
344,María Manuela de Lobato,mariamanueladelobato@inversionesaks.l.l..com,Product Manager,Inversiones AK S.L.L.,Retail,Micro,Formulario,28,7,5,False,False,Perdido,20,17,37,Cold Lead
345,Eugenia del Batalla,eugeniadelbatalla@suministrosgomez&asociadoss.a.u.com.es,VP de Ventas,Suministros Gómez & Asociados S.A.U,Tecnología,Enterprise,Referido,32,2,2,False,False,Perdido,50,12,62,Warm Lead
346,Azahar Santana Ballesteros,azaharsantanaballesteros@farmaceuticacarreras&asociadoss.l..es,Sales Manager,Farmaceútica Carreras & Asociados S.L.,Educación,Pyme,Referido,38,3,2,False,False,Perdido,25,13,38,Cold Lead
347,Ceferino Valderrama Oliver,c.ceferinovalderramaoliver@distribucionesperal&asociadoss.l..com,Analista de Marketing,Distribuciones Peral & Asociados S.L.,Retail,Enterprise,Formulario,44,8,2,False,False,Perdido,25,18,43,Warm Lead
348,Quique Carranza-Andreu,quiqueca@romanyasociadoss.coop..com,Director Comercial,Román y asociados S.Coop.,Finanzas,Enterprise,Email,41,2,2,False,False,Perdido,50,12,62,Warm Lead
349,Pelayo Benítez-Valderrama,pelayobenitez-valderrama@ariadnapalominobaqueros.coop..es,Asistente Comercial,Ariadna Palomino Baquero S.Coop.,Retail,Enterprise,Email,47,8,2,False,False,Convertido,25,18,43,Warm Lead
350,Carina Pedro-Criado,carinape@construccioncarlos&asociadoss.l..com,Director de Tecnología,Construcción Carlos & Asociados S.L.,Salud,Micro,Evento,48,2,1,False,False,Convertido,30,12,42,Warm Lead
351,Alfredo Alberola Hidalgo,alfredoalberolahidalgo@hnospascuals.com..es,Analista de Marketing,Hnos Pascual S.Com.,Educación,Micro,Linkedin,39,10,5,False,True,Perdido,15,50,65,Warm Lead
352,Chuy Aranda Rius,chuyarandarius@logisticaibericoss.com..es,Sales Manager,Logística Ibéricos S.Com.,Finanzas,Enterprise,Referido,26,10,2,False,True,Perdido,40,50,90,Hot Lead
353,Elba Bermejo Peralta,elbabermejoperalta@comerciallas.a..com.es,Director de Tecnología,Comercial LA S.A.,Salud,Enterprise,Cold Call,47,9,1,False,False,Perdido,40,19,59,Warm Lead
354,Anastasia Sola Lumbreras,anastasiasolalumbreras@logisticaboixyasociadoss.a..com.es,Director de Estrategia,Logística Boix y asociados S.A.,Tecnología,Micro,Linkedin,24,0,0,False,False,Perdido,40,10,50,Warm Lead
355,Esteban Mateu,estebanm@talleresdellevantes.coop..com,Analista de Ventas,Talleres del Levante S.Coop.,Finanzas,Pyme,Linkedin,9,2,2,True,False,Perdido,30,21,51,Warm Lead
356,Reina Ferrán Higueras,reinaferranhigueras@alimentacionredondos.a..com,Gerente Comercial,Alimentación Redondo S.A.,Educación,Enterprise,Formulario,45,5,4,True,True,Convertido,30,50,80,Hot Lead
357,Fanny de Naranjo,fannydenaranjo@hnosmelendezs.a..com,Gerente Comercial,Hnos Meléndez S.A.,Educación,Enterprise,Evento,14,3,2,False,False,Perdido,30,13,43,Warm Lead
358,Cándida Rivas,candidarivas@benitocisneroslosadas.a..com,Gerente Comercial,Benito Cisneros Losada S.A.,Educación,Enterprise,Email,22,7,1,False,False,Perdido,30,17,47,Warm Lead
359,Vidal del Perales,vidaldelperales@marianablazquezbustoss.coop..com,Business Development,Mariana Blazquez Bustos S.Coop.,Finanzas,Pyme,Referido,16,8,5,False,False,Perdido,30,18,48,Warm Lead
360,Angelita Barrios Royo,angelitabarriosroyo@industriasmanzanaress.c.p.com,Product Manager,Industrias Manzanares S.C.P,Educación,Pyme,Evento,41,3,2,False,False,Perdido,25,13,38,Cold Lead
361,Ángeles Pozo Morera,angelesp@santamariayasociadoss.a.u.com,Asistente Comercial,Santamaría y asociados S.A.U,Educación,Micro,Email,40,3,3,False,False,Perdido,15,13,28,Cold Lead
362,Borja Canales,borjacan@construccioncordobas.coop..com,Business Development,Construcción Córdoba S.Coop.,Retail,Enterprise,Linkedin,29,5,0,True,True,Perdido,25,50,75,Hot Lead
363,Griselda Carrillo Palma,griseldacarrillopalma@supermercadosinteligentess.coop..es,Sales Manager,Supermercados Inteligentes S.Coop.,Salud,Pyme,Referido,40,6,3,False,False,Perdido,25,16,41,Warm Lead
364,Artemio Criado Mayo,artemiocriadomayo@grupomosqueras.a..com,VP de Ventas,Grupo Mosquera S.A.,Educación,Micro,Email,4,2,2,True,False,Perdido,30,16,46,Warm Lead
365,Gaspar del Vilanova,gaspardelvilanova@hermanosjuans.l.l..com,VP de Marketing,Hermanos Juan S.L.L.,Retail,Pyme,Referido,10,4,1,True,True,Convertido,35,50,85,Hot Lead
366,Albino Quiroga Santamaria,a.albinoquirogasantamaria@construcciondelnortes.a..com,Marketing Manager,Construcción del Norte S.A.,Salud,Pyme,Linkedin,35,8,1,True,True,Perdido,25,50,75,Hot Lead
367,Benjamín Albero Barrio,benjamin@desarrolloibericas.l.l..com,Gerente de Ventas,Desarrollo Ibérica S.L.L.,Finanzas,Micro,Referido,41,8,1,True,True,Perdido,30,50,80,Hot Lead
368,Noelia Blasco Jove,noeliablascojove@bancaprivadakhs.l.l..es,Director de Marketing,Banca Privada KH S.L.L.,Educación,Micro,Email,35,1,1,False,False,Perdido,30,11,41,Warm Lead
369,Víctor Mármol Carvajal,victormarmolcarvajal@hnosayusos.a..com,Gerente de Producto,Hnos Ayuso S.A.,Finanzas,Micro,Evento,39,1,0,False,False,Perdido,40,11,51,Warm Lead
370,Iris Prat-Valderrama,i.irisprat-valderrama@hnosroldans.a..com,Sales Manager,Hnos Roldan S.A.,Salud,Enterprise,Formulario,20,6,1,True,True,Convertido,30,50,80,Hot Lead
371,Wálter Exposito,w.walterexposito@inmobiliariasalmeron&asociadoss.a..com,Coordinador de Ventas,Inmobiliaria Salmerón & Asociados S.A.,Finanzas,Pyme,Referido,29,7,2,False,False,Perdido,45,17,62,Warm Lead
372,María Manuela Delfina Marquez Valenzuela,mariaman@telloybarreras.a..com,Gerente de Ventas,Tello y Barrera S.A.,Finanzas,Micro,Evento,46,10,0,False,False,Perdido,30,20,50,Warm Lead
373,Bernardita Rius Flores,bernarditariusflores@bancaprivadadelmediterraneos.l..com.es,Product Manager,Banca Privada del Mediterráneo S.L.,Educación,Enterprise,Web,2,2,1,False,False,Perdido,30,4,34,Cold Lead
374,Julia Tormo Núñez,j.juliatormonuñez@pontyasociadoss.a..com,Ejecutivo Comercial,Pont y asociados S.A.,Retail,Micro,Web,29,8,4,True,True,Convertido,15,50,65,Warm Lead
375,María Gilabert Andreu,mariagilabertandreu@comercialsuarezyasociadoss.l..es,Director Comercial,Comercial Suarez y asociados S.L.,Salud,Enterprise,Web,11,4,4,False,False,Perdido,40,14,54,Warm Lead
376,Cebrián de Huguet,cebriand@inmobiliariacastellanas.l..com,Gerente de Producto,Inmobiliaria Castellana S.L.,Tecnología,Micro,Linkedin,16,5,1,True,True,Perdido,40,50,90,Hot Lead
377,Lucio del Pacheco,l.luciodelpacheco@farmaceuticaguzmans.coop..com,Gerente Comercial,Farmaceútica Guzmán S.Coop.,Retail,Micro,Linkedin,45,8,5,False,False,Perdido,20,18,38,Cold Lead
378,Zaira Anaya Ortiz,z.zairaanayaortiz@finanzasugartes.coop..com,Gerente de Marketing,Finanzas Ugarte S.Coop.,Retail,Enterprise,Cold Call,41,1,1,False,False,Perdido,30,11,41,Warm Lead
379,Jose Luis Arellano Bosch,joseluisarellanobosch@grupogilaberts.a..es,Product Manager,Grupo Gilabert S.A.,Finanzas,Pyme,Cold Call,0,0,0,False,True,Perdido,35,40,75,Hot Lead
380,Abigaíl Mármol Fortuny,abigailmarmolfortuny@manufacturaseliass.l.n.e.com,Director de Marketing,Manufacturas Elías S.L.N.E,Salud,Pyme,Email,14,6,2,False,False,Perdido,35,16,51,Warm Lead
381,América Almeida Coloma,americaalmeidacoloma@consultoriazorrillas.l.l..com,Director de Marketing,Consultoría Zorrilla S.L.L.,Retail,Micro,Web,36,9,1,True,True,Perdido,30,50,80,Hot Lead
382,Glauco Priego Cabrero,glaucopriegocabrero@matasyasociadoss.a..es,Director de Marketing,Matas y asociados S.A.,Finanzas,Micro,Cold Call,36,10,0,False,False,Perdido,40,20,60,Warm Lead
383,Pío Rueda Torrens,pioruedatorrens@davilayasociadoss.a.t..es,Analista de Marketing,Dávila y asociados S.A.T.,Retail,Enterprise,Web,14,6,4,True,False,Perdido,25,26,51,Warm Lead
384,Sabina Echevarría-Pineda,sabinaechevarria-pineda@instalacionescastejon&asociadoss.l..es,Sales Manager,Instalaciones Castejón & Asociados S.L.,Finanzas,Micro,Cold Call,37,1,0,False,False,Convertido,30,11,41,Warm Lead
385,Genoveva Antúnez-Espada,genovevaantunez-espada@giner&asociadoss.l.n.e.com,Sales Manager,Giner & Asociados S.L.N.E,Retail,Micro,Web,30,9,4,True,False,Perdido,20,29,49,Warm Lead
386,Fito Bermejo Gárate,fitobermejogarate@montenegro&asociadoss.l..com,Director de Tecnología,Montenegro & Asociados S.L.,Salud,Enterprise,Formulario,43,10,3,False,False,Convertido,40,20,60,Warm Lead
387,Segismundo Narváez Salom,segismundonarvaezsalom@hermanosgallegos.c.p.com.es,Gerente de Marketing,Hermanos Gallego S.C.P,Retail,Pyme,Formulario,47,9,0,False,True,Perdido,25,50,75,Hot Lead
388,Gabino Jerez Campoy,gabinojerezcampoy@familiapolos.com..es,Analista de Ventas,Familia Polo S.Com.,Finanzas,Enterprise,Evento,12,0,0,False,False,Convertido,35,10,45,Warm Lead
389,Carina Riba Ureña,carinaribaureña@ortegayperezs.a..com,Marketing Manager,Ortega y Perez S.A.,Finanzas,Pyme,Web,27,10,4,True,False,Convertido,35,30,65,Warm Lead
390,Rocío Gomis Cánovas,rociogomiscanovas@candelarioaragonesmariños.a..com.es,Gerente de Producto,Candelario Aragonés Mariño S.A.,Retail,Micro,Formulario,35,7,1,False,False,Perdido,30,17,47,Warm Lead
391,Baldomero Benavent-Nogués,baldomerobenavent-nogues@restauracioncuevass.l..com,Gerente de Producto,Restauración Cuevas S.L.,Retail,Enterprise,Email,14,7,5,False,False,Perdido,40,17,57,Warm Lead
